,Credit_Card_Exceed_Months,Employment_Type,Loan_Amount,Loan_Tenure_Year,More_Than_One_Products,Credit_Card_More_Than_Months,Number_of_Dependents,Years_to_Financial_Freedom,Number_of_Credit_Card_Facility,Number_of_Properties,Number_of_Bank_Products,Number_of_Loan_to_Approve,Property_Type,Years_for_Property_to_Completion,State,Number_of_Side_Income,Monthly_Salary,Total_Sum_of_Loan,Total_Income_for_Join_Application,Decision,Score
1042,1,0,380328,20,1,2,3,15,2,2,5,2,2,10,2,3,11172,1300179,8943,1,8
2059,5,2,674622,11,0,1,2,13,4,2,1,3,2,13,2,1,3754,1021826,13602,1,9
676,4,2,783755,24,1,1,2,11,5,3,3,3,1,10,7,1,4428,511901,8057,1,7
1967,7,0,171656,12,0,5,6,19,6,5,4,3,1,10,8,1,8908,583595,8001,1,6
1547,6,1,330980,12,0,4,5,17,3,2,1,1,0,10,4,2,11518,709053,10804,1,6
2202,1,0,529614,15,1,2,3,15,2,2,5,1,2,10,2,2,4476,516862,8685,1,9
1763,7,2,540741,19,0,5,6,18,3,2,1,3,3,13,2,2,12147,1382951,14122,1,9
1067,1,0,650893,10,0,2,3,15,2,2,5,1,2,10,2,3,5189,797251,10204,1,6
2339,6,0,195301,13,0,2,3,15,2,2,5,3,3,11,2,1,5239,978625,9489,1,8
1715,7,2,495669,16,0,4,5,18,3,2,1,3,3,13,0,3,7542,605202,7605,1,9
712,6,2,764190,14,1,1,2,12,4,2,3,3,1,10,2,1,9009,1156049,17459,1,9
131,6,3,477993,23,0,1,2,6,2,2,1,1,1,10,0,3,3912,605985,9906,1,8
2239,1,0,794388,11,0,2,3,15,2,2,5,2,3,10,2,3,7228,568244,14895,1,9
1135,6,0,581556,10,0,2,3,15,2,2,5,2,2,11,2,1,6482,937687,16753,1,6
1622,4,2,135918,19,1,4,5,18,3,2,1,3,3,10,4,1,9887,804590,18850,1,7
20,1,3,196987,16,1,1,2,5,2,2,1,3,1,10,0,2,7328,954301,16258,1,8
1197,6,0,101209,24,0,2,3,15,2,2,5,3,2,11,4,2,11733,1023589,11836,1,8
1024,1,0,394977,15,1,2,3,15,2,2,5,2,0,10,2,1,8686,1007155,16566,1,9
2065,5,2,600032,21,0,1,2,13,4,2,1,1,2,13,2,3,8550,1129991,8356,1,9
98,1,3,374369,15,1,1,2,5,2,2,1,2,1,10,0,3,10476,600309,10001,1,7
372,7,4,728481,24,1,1,2,8,6,2,2,3,1,10,7,3,5178,833352,17529,1,6
1723,7,2,386212,19,0,4,5,18,3,2,1,3,3,13,2,3,4840,464241,18041,1,6
504,6,1,397702,11,1,1,2,10,2,3,1,2,1,12,7,2,10907,1085580,19465,1,9
802,5,2,151652,10,1,1,2,13,4,2,1,2,0,13,2,2,6999,899895,11954,1,8
2075,5,2,619567,16,0,1,2,13,4,2,1,1,2,13,2,1,10377,1154415,13143,1,9
2039,5,2,330398,18,0,1,2,13,4,2,1,3,2,13,2,2,9983,1128316,11291,1,7
293,2,1,164209,22,0,1,2,7,6,2,2,1,1,11,0,1,7147,1273290,14980,1,8
1701,7,2,284579,21,0,4,5,18,3,2,1,1,3,13,0,1,9095,1143575,14492,1,6
1530,6,1,758829,14,1,4,5,17,3,2,1,1,0,10,4,3,6906,466798,10663,1,9
1729,7,2,468470,16,0,4,5,18,3,2,1,3,3,13,2,2,6508,696847,15073,1,9
1115,6,0,553062,15,0,2,3,15,2,2,5,3,2,11,2,3,3851,1380587,13671,1,6
1595,6,1,341555,13,0,4,5,17,3,2,1,2,0,10,4,3,8390,852418,16867,1,9
1892,5,0,273570,19,1,5,6,19,5,2,4,1,3,10,3,2,12198,1103409,17564,1,7
793,6,2,155541,12,0,1,2,12,4,2,3,1,0,10,2,2,8157,651013,10024,1,8
419,3,4,408061,21,0,1,2,9,6,2,1,3,1,10,7,2,11849,1286920,8263,1,7
2209,1,0,216367,15,0,2,3,15,2,2,5,3,2,10,2,1,10392,1110272,13329,1,9
401,3,4,319026,15,0,1,2,9,6,2,1,1,1,10,7,1,11767,1148021,13662,1,7
787,6,2,233440,22,0,1,2,12,4,2,3,1,0,10,2,3,11319,1370329,17511,1,8
108,6,3,115453,12,1,1,2,6,2,2,1,3,1,10,0,2,9685,1064534,11251,1,8
1509,6,1,425267,13,0,4,5,17,3,2,1,3,0,10,4,2,8107,429786,8726,1,7
2150,7,1,640280,11,1,1,2,14,4,2,1,3,2,10,2,2,5618,1355500,7913,1,8
1119,6,0,763016,14,0,2,3,15,2,2,5,2,2,11,2,3,4186,1245699,12675,1,8
899,5,2,540450,15,0,1,2,13,4,2,1,2,3,13,2,2,12142,1044723,16795,1,8
1097,1,0,537332,11,0,2,3,15,2,2,5,2,2,10,2,1,8960,1368440,9252,1,6
239,2,1,556683,22,0,1,2,7,6,2,2,3,1,11,0,3,11641,892015,9680,1,9
1409,3,4,654199,14,0,3,4,17,4,2,1,2,0,12,4,2,6381,714564,17405,1,7
1622,4,2,135918,19,1,4,5,18,3,2,1,3,3,10,4,1,9887,804590,18850,1,7
41,1,3,139803,14,0,1,2,5,2,2,1,2,1,10,0,2,10945,937765,12078,1,7
745,6,2,215773,19,0,1,2,12,4,2,3,3,1,10,2,2,11567,857062,15472,1,6
1614,4,2,198363,18,1,4,5,18,3,2,1,3,0,10,4,1,10624,535223,8926,1,8
1845,5,0,568218,23,0,5,6,19,5,2,4,3,3,10,3,2,6416,1227607,18770,1,9
950,7,1,766599,14,1,1,2,14,4,2,1,2,3,10,2,1,8356,706051,12336,1,6
297,2,1,378084,16,0,1,2,7,6,2,2,1,1,11,0,1,10107,795799,16033,1,6
1060,1,0,169362,20,1,2,3,15,2,2,5,2,2,10,2,2,6022,607375,15087,1,6
1889,5,0,473380,20,0,5,6,19,5,2,4,2,3,10,3,1,5200,1319330,19806,1,8
1562,6,1,627947,20,1,4,5,17,3,2,1,2,0,10,4,1,11685,1312868,19849,1,7
2282,1,0,720389,23,1,2,3,15,2,2,5,1,3,10,2,1,11730,466153,8950,1,6
2082,5,2,174386,20,1,1,2,13,4,2,1,2,2,13,2,2,11394,882547,12400,1,8
1505,6,1,772031,24,0,4,5,17,3,2,1,1,0,10,4,1,4836,1105751,11522,1,6
602,4,2,174217,15,1,1,2,11,5,3,3,2,1,10,7,3,4758,1259443,17014,1,7
270,2,1,491741,11,1,1,2,7,6,2,2,1,1,11,0,1,4371,1104033,15636,1,9
419,3,4,408061,21,0,1,2,9,6,2,1,3,1,10,7,2,11849,1286920,8263,1,7
1614,4,2,198363,18,1,4,5,18,3,2,1,3,0,10,4,1,10624,535223,8926,1,8
63,1,3,307187,19,0,1,2,5,2,2,1,2,1,10,0,1,11466,659895,18219,1,8
1949,7,0,625964,21,0,5,6,19,6,5,4,3,1,10,6,1,9676,587313,13251,1,6
2000,5,2,152802,16,1,1,2,13,4,2,1,1,2,13,2,1,10578,438998,8370,1,7
2283,1,0,669732,20,0,2,3,15,2,2,5,3,3,10,2,1,10466,1393364,11877,1,7
624,4,2,638027,12,1,1,2,11,5,3,3,1,1,10,7,3,11559,854342,13229,1,7
602,4,2,174217,15,1,1,2,11,5,3,3,2,1,10,7,3,4758,1259443,17014,1,7
2298,1,0,729480,23,1,2,3,15,2,2,5,2,3,10,2,1,6596,1136212,10159,1,8
116,6,3,435307,18,1,1,2,6,2,2,1,1,1,10,0,3,12012,877950,11217,1,8
450,3,4,394932,19,1,1,2,9,6,2,1,2,1,10,7,1,5672,897630,11064,1,7
127,6,3,402252,17,0,1,2,6,2,2,1,2,1,10,0,3,3761,901079,17615,1,8
770,6,2,785339,20,1,1,2,12,4,2,3,1,1,10,2,1,7936,1427012,7658,1,7
1633,4,2,785956,16,0,4,5,18,3,2,1,2,3,10,4,3,9873,761518,10324,1,7
919,7,1,252061,19,0,1,2,14,4,2,1,2,3,10,2,1,6302,1274066,15165,1,8
567,6,1,101773,18,0,1,2,10,2,3,1,2,1,12,7,2,10562,697555,8745,1,9
689,4,2,194781,11,0,1,2,11,5,3,3,1,1,10,2,3,5737,1060182,16555,1,9
893,5,2,129969,15,0,1,2,13,4,2,1,3,3,13,2,1,11669,733472,14108,1,9
960,7,1,394342,15,1,1,2,14,4,2,1,1,3,10,2,1,10450,467581,12407,1,6
16,1,3,165982,12,1,1,2,5,2,2,1,3,1,10,0,2,7593,786953,10878,1,7
289,2,1,261018,11,0,1,2,7,6,2,2,1,1,11,0,3,8785,931431,17667,1,7
2034,5,2,512435,13,1,1,2,13,4,2,1,2,2,13,2,2,8194,1303397,19887,1,6
1024,1,0,394977,15,1,2,3,15,2,2,5,2,0,10,2,1,8686,1007155,16566,1,9
939,7,1,488293,11,0,1,2,14,4,2,1,2,3,10,2,2,11278,507909,18041,1,6
2129,7,1,245006,23,0,1,2,14,4,2,1,3,2,10,2,1,7178,1288094,13597,1,7
739,6,2,532050,22,0,1,2,12,4,2,3,1,1,10,2,2,7591,879381,11407,1,8
712,6,2,764190,14,1,1,2,12,4,2,3,3,1,10,2,1,9009,1156049,17459,1,9
714,6,2,342691,17,1,1,2,12,4,2,3,3,1,10,2,1,9987,1348551,19118,1,9
1594,6,1,181854,11,1,4,5,17,3,2,1,1,0,10,4,2,10764,799306,11207,1,9
796,6,2,519789,21,1,1,2,12,4,2,3,2,0,10,2,2,12104,1088198,17202,1,7
2118,7,1,237058,17,1,1,2,14,4,2,1,3,2,10,2,3,12088,1183165,19493,1,8
89,1,3,127205,15,0,1,2,5,2,2,1,3,1,10,0,1,8201,464657,13331,1,6
703,6,2,481879,13,0,1,2,12,4,2,3,1,1,10,2,1,5255,1029077,11482,1,6
1740,7,2,569005,16,1,4,5,18,3,2,1,3,3,13,2,3,5153,1030455,14409,1,7
1401,3,4,404151,11,0,3,4,17,4,2,1,1,0,12,4,1,12258,782865,11428,1,7
2057,5,2,609663,19,0,1,2,13,4,2,1,2,2,13,2,3,7280,1056389,7952,1,9
1495,3,4,160577,15,0,3,4,17,4,2,1,1,0,12,4,2,8474,1315231,9303,1,8
1409,3,4,654199,14,0,3,4,17,4,2,1,2,0,12,4,2,6381,714564,17405,1,7
2072,5,2,281032,13,1,1,2,13,4,2,1,1,2,13,2,3,5471,521399,14420,1,9
2101,7,1,462020,11,0,1,2,14,4,2,1,2,2,10,2,3,12052,858408,8656,1,6
1330,7,4,302265,22,1,3,4,16,4,4,1,1,0,10,4,3,8860,618193,10825,1,8
899,5,2,540450,15,0,1,2,13,4,2,1,2,3,13,2,2,12142,1044723,16795,1,8
1196,6,0,795360,11,1,2,3,15,2,2,5,1,2,11,4,1,6312,1436984,9430,1,6
566,6,1,625975,14,1,1,2,10,2,3,1,2,1,12,7,2,9796,806645,7907,1,8
271,2,1,184829,11,0,1,2,7,6,2,2,2,1,11,0,2,6213,868919,19561,1,6
1021,1,0,380699,24,0,2,3,15,2,2,5,2,0,10,2,2,6289,1373046,19005,1,8
1707,7,2,664727,11,0,4,5,18,3,2,1,1,3,13,0,3,11347,1446192,9216,1,9
1845,5,0,568218,23,0,5,6,19,5,2,4,3,3,10,3,2,6416,1227607,18770,1,9
759,6,2,700606,11,0,1,2,12,4,2,3,3,1,10,2,2,6898,1363624,15061,1,9
709,6,2,567578,23,0,1,2,12,4,2,3,3,1,10,2,3,5653,1295481,14145,1,9
375,7,4,185243,20,0,1,2,8,6,2,2,2,1,10,7,1,5785,554896,19373,1,7
2168,7,1,795349,16,1,1,2,14,4,2,1,1,0,10,2,3,4068,806598,13827,1,6
116,6,3,435307,18,1,1,2,6,2,2,1,1,1,10,0,3,12012,877950,11217,1,8
548,6,1,685817,12,1,1,2,10,2,3,1,1,1,12,7,2,4784,1141490,12164,1,7
1868,5,0,564449,22,1,5,6,19,5,2,4,1,3,10,3,1,6276,762381,16933,1,9
733,6,2,100837,21,0,1,2,12,4,2,3,3,1,10,2,3,4844,876740,12731,1,6
909,7,1,637937,21,0,1,2,14,4,2,1,2,3,10,2,3,4470,1109275,8925,1,8
226,2,1,323720,11,1,1,2,7,6,2,2,3,1,11,0,3,8558,744996,18095,1,8
1970,7,0,279699,23,1,5,6,19,6,5,4,1,1,10,8,3,6197,725214,14667,1,9
1890,5,0,263219,24,1,5,6,19,5,2,4,2,3,10,3,3,5504,701420,13768,1,8
1488,3,4,733736,11,1,3,4,17,4,2,1,3,0,12,4,1,5700,905293,10175,1,6
0,1,3,456509,16,1,1,2,5,2,2,1,1,1,10,0,2,12262,853141,16025,1,7
1568,6,1,265347,20,1,4,5,17,3,2,1,3,0,10,4,1,9022,1137519,9269,1,8
1433,3,4,484811,18,0,3,4,17,4,2,1,3,0,12,4,1,6834,1038151,18358,1,7
787,6,2,233440,22,0,1,2,12,4,2,3,1,0,10,2,3,11319,1370329,17511,1,8
2080,5,2,434945,15,1,1,2,13,4,2,1,1,2,13,2,3,8950,1381048,18179,1,6
791,6,2,596721,16,0,1,2,12,4,2,3,1,0,10,2,2,5148,461466,11922,1,9
2085,5,2,510116,18,0,1,2,13,4,2,1,1,2,13,2,1,8429,772529,11356,1,6
1509,6,1,425267,13,0,4,5,17,3,2,1,3,0,10,4,2,8107,429786,8726,1,7
1678,4,2,444751,24,1,4,5,18,3,2,1,1,3,10,0,1,7325,480693,13013,1,9
514,6,1,364202,23,1,1,2,10,2,3,1,2,1,12,7,2,6200,1193008,10085,1,9
570,6,1,761903,22,1,1,2,10,2,3,1,3,1,12,7,2,5889,1442036,17832,1,6
226,2,1,323720,11,1,1,2,7,6,2,2,3,1,11,0,3,8558,744996,18095,1,8
2239,1,0,794388,11,0,2,3,15,2,2,5,2,3,10,2,3,7228,568244,14895,1,9
733,6,2,100837,21,0,1,2,12,4,2,3,3,1,10,2,3,4844,876740,12731,1,6
620,4,2,729265,12,1,1,2,11,5,3,3,3,1,10,7,3,8144,1283187,9886,1,7
317,7,4,639512,16,0,1,2,8,6,2,2,3,1,10,0,3,9681,659445,12348,1,8
886,5,2,776631,13,1,1,2,13,4,2,1,2,3,13,2,2,7996,889045,13603,1,6
830,5,2,360226,16,1,1,2,13,4,2,1,1,3,13,2,2,7917,1291878,12180,1,8
938,7,1,608092,11,1,1,2,14,4,2,1,3,3,10,2,3,9598,640868,15921,1,8
934,7,1,278433,14,1,1,2,14,4,2,1,1,3,10,2,3,11038,522347,8499,1,8
2169,7,1,327303,20,0,1,2,14,4,2,1,3,0,10,2,3,3911,581102,12848,1,8
1827,5,0,336841,18,0,5,6,19,5,2,4,2,3,10,3,1,10863,1036584,18194,1,7
1653,4,2,472670,10,0,4,5,18,3,2,1,3,3,10,0,2,12248,1307237,19635,1,8
152,6,3,151474,22,1,1,2,6,2,2,1,3,1,10,0,1,12430,753494,9126,1,7
950,7,1,766599,14,1,1,2,14,4,2,1,2,3,10,2,1,8356,706051,12336,1,6
1209,2,1,504683,21,0,2,3,16,4,4,1,3,2,10,4,2,4209,1047498,19597,1,7
2153,7,1,736737,22,0,1,2,14,4,2,1,3,2,10,2,3,9325,1275743,13975,1,7
600,4,2,191980,19,1,1,2,11,5,3,3,2,1,10,7,2,4672,1084870,8833,1,8
1707,7,2,664727,11,0,4,5,18,3,2,1,1,3,13,0,3,11347,1446192,9216,1,9
2106,7,1,716179,12,1,1,2,14,4,2,1,3,2,10,2,1,5290,646239,15552,1,9
1523,6,1,461644,13,0,4,5,17,3,2,1,3,0,10,4,2,7350,534613,12085,1,6
2286,1,0,409617,15,1,2,3,15,2,2,5,3,3,10,2,3,5682,482164,12415,1,9
1048,1,0,211492,19,1,2,3,15,2,2,5,2,2,10,2,3,8131,1333869,11617,1,8
1956,7,0,369403,13,1,5,6,19,6,5,4,2,1,10,6,2,6652,1075948,11357,1,6
20,1,3,196987,16,1,1,2,5,2,2,1,3,1,10,0,2,7328,954301,16258,1,8
1339,7,4,194326,15,0,3,4,16,4,4,1,2,0,10,4,1,5052,583001,14107,1,6
1485,3,4,552244,22,0,3,4,17,4,2,1,3,0,12,4,1,8162,999041,13714,1,8
1677,4,2,771573,16,0,4,5,18,3,2,1,3,3,10,0,3,12167,463373,18678,1,6
1523,6,1,461644,13,0,4,5,17,3,2,1,3,0,10,4,2,7350,534613,12085,1,6
14,1,3,244563,20,1,1,2,5,2,2,1,3,1,10,0,2,11476,1251358,13698,1,6
538,6,1,357244,18,1,1,2,10,2,3,1,1,1,12,7,1,5451,817005,8514,1,6
1433,3,4,484811,18,0,3,4,17,4,2,1,3,0,12,4,1,6834,1038151,18358,1,7
372,7,4,728481,24,1,1,2,8,6,2,2,3,1,10,7,3,5178,833352,17529,1,6
1269,2,1,318438,21,0,3,4,16,4,4,1,1,0,10,4,2,5922,1077122,12834,1,8
746,6,2,783020,22,1,1,2,12,4,2,3,2,1,10,2,1,12543,1041400,15092,1,6
2190,7,1,419009,12,1,1,2,14,4,2,1,1,2,10,2,1,10214,513548,13771,1,7
125,6,3,270671,16,0,1,2,6,2,2,1,1,1,10,0,2,9045,758809,19771,1,7
2076,5,2,764662,19,1,1,2,13,4,2,1,2,2,13,2,2,8152,1313969,19126,1,6
603,4,2,351879,21,0,1,2,11,5,3,3,3,1,10,7,1,10727,559009,11302,1,9
821,5,2,636477,16,0,1,2,13,4,2,1,2,3,13,2,3,11509,1026785,13674,1,8
1909,7,0,753710,14,0,5,6,19,6,5,4,3,1,10,6,2,7430,1322984,15136,1,7
2251,1,0,766039,24,0,2,3,15,2,2,5,3,3,10,2,1,6769,1264784,19511,1,7
2205,1,0,618973,17,0,2,3,15,2,2,5,3,2,10,2,1,9696,493090,11280,1,8
1024,1,0,394977,15,1,2,3,15,2,2,5,2,0,10,2,1,8686,1007155,16566,1,9
1586,6,1,227228,22,1,4,5,17,3,2,1,1,0,10,4,2,5147,889050,10901,1,6
1028,1,0,127738,24,1,2,3,15,2,2,5,2,0,10,2,2,3757,1016435,9274,1,9
1865,5,0,777450,18,0,5,6,19,5,2,4,1,3,10,3,1,7047,1076628,13572,1,7
17,1,3,100443,14,0,1,2,5,2,2,1,1,1,10,0,3,9947,561999,11808,1,8
986,7,1,361906,14,1,1,2,14,4,2,1,2,2,10,2,2,10955,1100630,15200,1,8
1018,1,0,663937,14,1,2,3,15,2,2,5,2,2,10,2,1,6886,1009510,15038,1,7
7,1,3,667042,21,0,1,2,5,2,2,1,2,1,10,0,3,6230,1022337,7543,1,8
517,6,1,557295,24,0,1,2,10,2,3,1,2,1,12,7,2,11763,523207,18044,1,6
1524,6,1,500588,10,1,4,5,17,3,2,1,3,0,10,4,3,3604,1190016,13722,1,7
248,2,1,172993,12,1,1,2,7,6,2,2,2,1,11,0,1,5300,981924,9532,1,7
605,4,2,259411,14,0,1,2,11,5,3,3,1,1,10,7,1,11609,503237,10098,1,6
925,7,1,246977,19,0,1,2,14,4,2,1,1,3,10,2,1,4458,1126614,12035,1,7
980,7,1,220798,22,1,1,2,14,4,2,1,2,2,10,2,3,9650,1220398,10009,1,7
745,6,2,215773,19,0,1,2,12,4,2,3,3,1,10,2,2,11567,857062,15472,1,6
1129,6,0,126653,22,0,2,3,15,2,2,5,1,2,11,2,2,6007,1403864,11768,1,6
241,2,1,178287,11,0,1,2,7,6,2,2,3,1,11,0,1,5169,1431815,16690,1,8
899,5,2,540450,15,0,1,2,13,4,2,1,2,3,13,2,2,12142,1044723,16795,1,8
1909,7,0,753710,14,0,5,6,19,6,5,4,3,1,10,6,2,7430,1322984,15136,1,7
439,3,4,371382,21,0,1,2,9,6,2,1,2,1,10,7,1,6704,1209733,16376,1,6
419,3,4,408061,21,0,1,2,9,6,2,1,3,1,10,7,2,11849,1286920,8263,1,7
2101,7,1,462020,11,0,1,2,14,4,2,1,2,2,10,2,3,12052,858408,8656,1,6
1566,6,1,627746,24,1,4,5,17,3,2,1,1,0,10,4,2,6690,1277933,12735,1,8
1665,4,2,730662,21,0,4,5,18,3,2,1,2,3,10,0,2,12154,1131811,11873,1,9
2120,7,1,711774,22,1,1,2,14,4,2,1,3,2,10,2,3,6037,1167123,17741,1,8
1970,7,0,279699,23,1,5,6,19,6,5,4,1,1,10,8,3,6197,725214,14667,1,9
1812,5,0,599579,12,1,5,6,19,5,2,4,3,3,10,3,1,6641,991514,14859,1,6
59,1,3,659582,23,0,1,2,5,2,2,1,2,1,10,0,1,6153,662544,12732,1,9
2283,1,0,669732,20,0,2,3,15,2,2,5,3,3,10,2,1,10466,1393364,11877,1,7
1893,5,0,691624,12,0,5,6,19,5,2,4,2,3,10,3,3,11737,1181250,14940,1,6
333,7,4,176190,24,0,1,2,8,6,2,2,3,1,10,0,3,6385,572903,14886,1,6
603,4,2,351879,21,0,1,2,11,5,3,3,3,1,10,7,1,10727,559009,11302,1,9
336,7,4,170617,15,1,1,2,8,6,2,2,2,1,10,0,3,7909,1340741,9443,1,8
305,7,4,524397,16,0,1,2,8,6,2,2,1,1,10,0,1,5342,1333337,12391,1,9
1892,5,0,273570,19,1,5,6,19,5,2,4,1,3,10,3,2,12198,1103409,17564,1,7
0,1,3,456509,16,1,1,2,5,2,2,1,1,1,10,0,2,12262,853141,16025,1,7
185,6,3,738038,17,0,1,2,6,2,2,1,1,1,10,0,1,4446,476535,10201,1,9
1846,5,0,530875,13,1,5,6,19,5,2,4,1,3,10,3,2,3672,423118,16919,1,9
1862,5,0,701734,22,1,5,6,19,5,2,4,3,3,10,3,3,12559,1081433,15101,1,7
2021,5,2,255679,21,0,1,2,13,4,2,1,1,2,13,2,3,10337,1270148,19514,1,8
97,1,3,247875,22,0,1,2,5,2,2,1,1,1,10,0,2,12519,851018,15770,1,9
1433,3,4,484811,18,0,3,4,17,4,2,1,3,0,12,4,1,6834,1038151,18358,1,7
393,7,4,693315,19,0,1,2,8,6,2,2,1,1,10,7,3,10376,1248509,16791,1,9
284,2,1,455032,21,1,1,2,7,6,2,2,2,1,11,0,2,7746,1170480,18177,1,8
2220,1,0,292949,13,1,2,3,15,2,2,5,2,3,10,2,2,8169,1206559,15224,1,9
636,4,2,466117,23,1,1,2,11,5,3,3,3,1,10,7,2,10902,613608,14541,1,9
1017,1,0,581578,20,0,2,3,15,2,2,5,2,2,10,2,3,7123,737426,8846,1,7
1818,5,0,769477,23,1,5,6,19,5,2,4,1,3,10,3,2,10795,1011030,19247,1,7
515,6,1,520712,19,0,1,2,10,2,3,1,1,1,12,7,2,10593,1219639,11242,1,6
1224,2,1,741450,13,1,2,3,16,4,4,1,2,2,10,4,1,6431,466210,10732,1,8
1067,1,0,650893,10,0,2,3,15,2,2,5,1,2,10,2,3,5189,797251,10204,1,6
200,2,1,456764,11,1,1,2,7,6,2,2,2,1,11,0,2,9999,1334324,12142,1,7
962,7,1,535010,24,1,1,2,14,4,2,1,2,3,10,2,3,4314,1111603,16112,1,9
1576,6,1,750867,18,1,4,5,17,3,2,1,1,0,10,4,3,11634,666393,15475,1,7
1646,4,2,723816,18,1,4,5,18,3,2,1,3,3,10,0,2,6136,480866,17943,1,6
1203,2,1,247887,11,0,2,3,16,4,4,1,3,2,10,4,1,7452,1008679,15889,1,8
839,5,2,709490,23,0,1,2,13,4,2,1,3,3,13,2,1,8413,1019833,9557,1,6
938,7,1,608092,11,1,1,2,14,4,2,1,3,3,10,2,3,9598,640868,15921,1,8
2342,6,0,573353,20,1,2,3,15,2,2,5,2,3,11,2,3,6429,1314346,10185,1,6
293,2,1,164209,22,0,1,2,7,6,2,2,1,1,11,0,1,7147,1273290,14980,1,8
1789,7,2,133269,12,0,5,6,18,3,2,1,3,3,13,2,3,6005,1340551,8678,1,7
426,3,4,375360,23,1,1,2,9,6,2,1,1,1,10,7,3,5037,1363352,11963,1,9
1740,7,2,569005,16,1,4,5,18,3,2,1,3,3,13,2,3,5153,1030455,14409,1,7
1224,2,1,741450,13,1,2,3,16,4,4,1,2,2,10,4,1,6431,466210,10732,1,8
407,3,4,525945,15,0,1,2,9,6,2,1,1,1,10,7,2,3998,727846,15244,1,7
1386,7,4,487994,14,1,3,4,16,4,4,1,3,0,10,4,2,7881,1280516,13721,1,9
1789,7,2,133269,12,0,5,6,18,3,2,1,3,3,13,2,3,6005,1340551,8678,1,7
1849,5,0,463641,24,0,5,6,19,5,2,4,1,3,10,3,1,5320,1138181,17716,1,8
1234,2,1,115947,21,1,2,3,16,4,4,1,2,2,10,4,2,12276,1335147,8782,1,9
1016,1,0,617867,23,1,2,3,15,2,2,5,2,2,10,2,1,9006,1001321,19217,1,9
704,6,2,649792,12,1,1,2,12,4,2,3,1,1,10,2,3,9999,1186048,10961,1,6
1991,7,0,148014,18,0,5,6,19,6,5,4,1,1,10,1,1,6899,541331,13217,1,7
1386,7,4,487994,14,1,3,4,16,4,4,1,3,0,10,4,2,7881,1280516,13721,1,9
2195,7,1,475807,10,0,1,2,14,4,2,1,3,2,10,2,2,9034,1021027,14896,1,9
442,3,4,157057,18,1,1,2,9,6,2,1,1,1,10,7,1,10532,887233,9444,1,7
2273,1,0,596964,23,0,2,3,15,2,2,5,1,3,10,2,2,11786,689318,13180,1,9
319,7,4,122386,18,0,1,2,8,6,2,2,2,1,10,0,3,10746,1158705,13786,1,6
567,6,1,101773,18,0,1,2,10,2,3,1,2,1,12,7,2,10562,697555,8745,1,9
579,6,1,163397,18,0,1,2,10,2,3,1,2,1,12,7,2,8867,814597,17978,1,7
766,6,2,111234,13,1,1,2,12,4,2,3,3,1,10,2,1,6090,754040,16103,1,8
1646,4,2,723816,18,1,4,5,18,3,2,1,3,3,10,0,2,6136,480866,17943,1,6
1339,7,4,194326,15,0,3,4,16,4,4,1,2,0,10,4,1,5052,583001,14107,1,6
2085,5,2,510116,18,0,1,2,13,4,2,1,1,2,13,2,1,8429,772529,11356,1,6
270,2,1,491741,11,1,1,2,7,6,2,2,1,1,11,0,1,4371,1104033,15636,1,9
2204,1,0,591344,15,1,2,3,15,2,2,5,1,2,10,2,3,5742,603201,10511,1,8
194,6,3,335685,17,1,1,2,6,2,2,1,1,1,10,0,2,8299,717042,10691,1,9
1865,5,0,777450,18,0,5,6,19,5,2,4,1,3,10,3,1,7047,1076628,13572,1,7
834,5,2,554020,11,1,1,2,13,4,2,1,3,3,13,2,3,12234,1163335,11570,1,7
548,6,1,685817,12,1,1,2,10,2,3,1,1,1,12,7,2,4784,1141490,12164,1,7
131,6,3,477993,23,0,1,2,6,2,2,1,1,1,10,0,3,3912,605985,9906,1,8
460,3,4,637762,12,1,1,2,9,6,2,1,1,1,10,7,3,3956,894431,11549,1,6
760,6,2,390924,23,1,1,2,12,4,2,3,3,1,10,2,2,7803,1268379,10755,1,8
393,7,4,693315,19,0,1,2,8,6,2,2,1,1,10,7,3,10376,1248509,16791,1,9
1524,6,1,500588,10,1,4,5,17,3,2,1,3,0,10,4,3,3604,1190016,13722,1,7
2130,7,1,705500,11,1,1,2,14,4,2,1,1,2,10,2,2,10379,947856,11160,1,6
1487,3,4,555270,15,0,3,4,17,4,2,1,3,0,12,4,3,10373,483607,14668,1,6
1123,6,0,500170,13,0,2,3,15,2,2,5,2,2,11,2,3,8285,1194891,17716,1,9
798,6,2,775128,14,1,1,2,12,4,2,3,2,0,10,2,1,4109,588205,8363,1,9
798,6,2,775128,14,1,1,2,12,4,2,3,2,0,10,2,1,4109,588205,8363,1,9
386,7,4,327147,20,1,1,2,8,6,2,2,1,1,10,7,3,10617,840456,19088,1,9
233,2,1,301252,24,0,1,2,7,6,2,2,2,1,11,0,3,11955,875706,18951,1,6
185,6,3,738038,17,0,1,2,6,2,2,1,1,1,10,0,1,4446,476535,10201,1,9
1659,4,2,189793,21,0,4,5,18,3,2,1,3,3,10,0,1,9229,1436085,13611,1,8
7,1,3,667042,21,0,1,2,5,2,2,1,2,1,10,0,3,6230,1022337,7543,1,8
1939,7,0,125399,19,0,5,6,19,6,5,4,3,1,10,5,2,12010,581208,18315,1,6
2175,7,1,208019,17,0,1,2,14,4,2,1,3,0,10,2,2,4771,1176611,11527,1,9
